O00000,28.78627984,-39.27393999
O00001,31.15662107,-24.56391627
O00002,28.48608911,11.05903358
O00003,27.53857619,6.558178891
O00004,34.34845714,11.69335591
O00005,32.31757618,11.03291524
O00006,26.5185371,-39.59880745
O00007,-33.66136369,-27.05399971
O00008,-16.5670293,-6.694332985
O00009,10.28860995,5.067180001
O00010,-27.66425704,-8.616971649
O00011,34.41804101,39.26607713
O00012,-0.581407885,9.741144846
O00013,29.15929863,-26.58626296
O00014,7.776444088,-8.688655756
O00015,24.22892502,-33.69769878
O00016,18.65395886,-39.82411122
O00017,-15.0439365,-5.034393089
O00018,-17.49844798,35.56661428
O00019,37.49968633,38.74897423
O00020,35.24139828,2.879253187
O00021,-6.210003837,36.72647467
O00022,0.402650258,-17.1535041
O00023,-30.21090403,13.40983251
O00024,25.69438499,-2.040513298
O00025,-16.3874749,38.28091505
O00026,-28.61761265,-25.28555467
O00027,-1.590628678,-7.587798601
O00028,-25.83086693,13.78895255
O00029,4.132926215,11.38099545
O00030,-17.02852143,-0.940732421
O00031,-16.3218302,19.87233101
O00032,-6.296957497,30.62583512
O00033,-21.66275337,14.8295886
O00034,3.06743285,-17.90027833
O00035,-12.59580203,39.1019857
O00036,8.84252659,-18.58506305
O00037,20.32803386,-13.55138335
O00038,-28.22293058,15.75543761
O00039,-20.77834751,26.5020091
O00040,-25.63779594,20.61290635
O00041,6.435524254,16.7111088
O00042,27.9444478,-12.23626001
O00043,8.455574114,-18.61767265
O00044,25.91562778,-25.07601175
O00045,-26.95389722,-19.16157124
O00046,10.0234623,19.90187779
O00047,4.399738789,-22.45073285
O00048,39.56168824,32.08437035
O00049,6.624000386,9.260548363
O00050,-33.35179186,-20.50557414
O00051,-20.37729382,10.83283798
O00052,32.41078255,4.906604236
O00053,16.5764104,33.39922809
O00054,33.61926549,34.60336156
O00055,-12.16681385,29.51146376
O00056,33.95310887,7.729446112
O00057,35.32644284,38.91311455
O00058,-10.02869523,-5.78637122
O00059,20.9975727,-25.04396894
O00060,2.510940807,-15.92380547
O00061,33.73757982,7.858954544
O00062,-26.8128353,2.590148779
O00063,34.31916171,33.21916005
O00064,-20.8754896,-8.603456122
O00065,-0.838343123,4.534076513
O00066,16.39133577,33.9239576
O00067,-38.78683433,-29.41909437
O00068,-32.02300725,17.22776281
O00069,-27.77873265,13.46779862
O00070,27.68560767,12.39570295
O00071,25.5546062,-10.72391981
O00072,-11.33740446,35.81103784
O00073,26.63113709,-33.93988161
O00074,-21.99002782,-6.925591234
O00075,-4.314994288,17.0269756
O00076,6.837599859,-17.26098701
O00077,2.75207398,-15.70809545
O00078,39.73193062,8.649577857
O00079,37.60233909,37.50819639
O00080,-39.97951935,-28.28941046
O00081,-12.44661497,-37.3566794
O00082,3.46611802,-14.59081686
O00083,-17.66200151,28.9688703
O00084,1.671386207,8.131074242
O00085,32.90860296,33.21022904
O00086,21.96695209,-15.4118428
O00087,22.98822047,-27.59251981
