O00000,-34.03035053,28.12573314
O00001,-30.95735016,-19.48057368
O00002,36.28387113,-20.27304085
O00003,-13.68420604,30.86832041
O00004,-19.81561296,27.0516005
O00005,-19.08479755,-27.07171321
O00006,-5.81507147,13.04552212
O00007,-28.74673442,30.93432141
O00008,-26.20496964,-18.94174448
O00009,0.742448228,-6.202451659
O00010,-21.48850932,27.10463452
O00011,-0.913684135,-7.267138451
O00012,-16.41696541,38.73095912
O00013,21.52410192,26.04320437
O00014,3.659524501,10.17096345
O00015,-26.73015326,-6.277047405
O00016,-23.40504788,7.104328966
O00017,-22.37590219,27.2168707
O00018,26.17255074,30.59786978
O00019,9.449829452,34.48450974
O00020,22.69131534,-35.19585345
O00021,-19.81561296,27.0516005
O00022,-3.91719086,26.41673649
O00023,-26.80329851,-0.703762157
O00024,15.51317438,14.10563517
O00025,-37.15865483,-5.168236139
O00026,22.6150923,20.67740532
O00027,-21.79831772,-20.25302445
O00028,16.27734205,-26.58967845
O00029,10.66471459,15.29269843
O00030,22.9631849,12.40544937
O00031,9.449829452,34.48450974
O00032,-28.74673442,30.93432141
O00033,-5.699226872,9.041040069
O00034,-8.795678132,-33.08218592
O00035,12.77763238,-32.45465934
O00036,-10.52534472,21.47384429
O00037,13.43381423,29.82631926
O00038,15.86348511,12.41231789
O00039,24.27835612,23.94183293
O00040,-2.250675066,7.745085766
O00041,13.43381423,29.82631926
O00042,22.50402453,23.45603474
O00043,16.64094005,22.08795696
O00044,26.9846049,25.94307093
O00045,10.45611926,-29.65871963
O00046,16.62755238,27.30288534
O00047,-31.63754876,-34.26667685
O00048,35.58802759,18.34143127
O00049,15.57039138,31.40859443
O00050,-29.08132943,-15.98002748
O00051,-33.39354734,-11.45202567
O00052,4.630509211,-27.88600216
O00053,5.42573572,34.81674546
O00054,10.79014306,5.175184537
O00055,19.97529341,-8.239264906
O00056,21.12485359,26.5672362
O00057,37.10459519,-25.93476893
O00058,-23.51098624,26.54271642
O00059,-23.21255209,30.27142664
O00060,-19.02906906,22.36991336
O00061,-0.672310938,24.91834844
O00062,27.18281146,-13.30666419
O00063,24.75041157,21.36367933
O00064,-31.31771,-23.78792959
O00065,-8.075959553,4.420010189
O00066,-34.00814056,35.83675147
O00067,-6.775291548,-1.384848394
O00068,6.818943794,-32.58533266
O00069,-0.470680596,-22.89060996
O00070,-16.41696541,38.73095912
O00071,9.435424957,38.37091666
O00072,9.896483366,0.019083665
O00073,21.12485359,26.5672362
O00074,22.6150923,20.67740532
O00075,-5.687926952,-31.81969168
O00076,-24.42895702,8.082075934
O00077,3.307468877,-32.77553082
O00078,-23.34660853,3.605135564
O00079,-3.150814189,3.426962779
O00080,9.435424957,38.37091666
O00081,-30.65639651,-15.05981121
O00082,22.36728239,-7.556202303
O00083,5.825920026,-2.469853059
O00084,-5.479045304,1.965958846
O00085,-12.09423466,38.75071013
O00086,12.47007689,-33.55392376
O00087,5.164847527,8.206374752
O00088,3.006053688,-27.96290882
O00089,19.42259191,-6.428827844
O00090,-11.82645467,-26.52229154
O00091,14.25382207,17.41348217
O00092,19.52949557,7.779668747
O00093,-6.226124624,-29.49395913
O00094,-36.76054253,-14.47830629
O00095,-20.53754151,-28.88625575
O00096,9.886735745,-26.0923831
O00097,-26.28647929,32.5151748
O00098,35.26649256,35.19823957
O00099,9.456804015,-2.41762818
O00100,21.37282746,3.10423361
O00101,21.36510477,26.16411223
O00102,3.659524501,10.17096345
O00103,-8.480758619,12.12739714
O00104,6.053527184,-38.43862335
O00105,31.02058056,-35.55586945
O00106,-5.687926952,-31.81969168
O00107,-21.34517862,32.29042755
O00108,-36.40838288,-21.14785202
O00109,-5.486890458,23.07106601
O00110,-20.5184446,37.08494745
O00111,-0.897437467,-24.72731114
O00112,14.1512909,-24.02263075
O00113,-27.27996494,33.98267185
O00114,-8.450557439,-32.89763649
O00115,5.926827334,7.832205944
O00116,-0.113871856,1.271595468
O00117,-12.32729262,30.327476
O00118,13.87598741,21.16571757
O00119,-36.12216817,-15.10189164
O00120,-14.95967011,36.5850747
O00121,5.164847527,8.206374752
O00122,-36.12216817,-15.10189164
O00123,-23.13049345,13.48599119
O00124,-5.227928844,20.27593085
O00125,7.944928416,33.42195986
O00126,39.92653068,35.8499461
O00127,-2.897782433,-0.419781051
O00128,10.45611926,-29.65871963
O00129,-36.76054253,-14.47830629
O00130,13.92740847,-23.60399024
O00131,7.059595486,20.06410972
O00132,-25.72046811,32.39769125
O00133,-14.82841699,-36.35379847
O00134,-37.15865483,-5.168236139
O00135,-35.58169308,18.4369685
O00136,-35.585352,-12.19403163
O00137,-10.98104826,-28.84532102
O00138,0.742448228,-6.202451659
O00139,14.35137803,5.644002068
O00140,-6.226124624,-29.49395913
O00141,-30.17988601,-11.55373426
O00142,14.49436379,-35.72888524
O00143,25.36252382,-6.03129837
O00144,-6.284079089,-25.02824825
O00145,11.38837901,-36.96589212
O00146,-0.716467394,-33.33641161
O00147,-32.85605432,-18.01905255
O00148,10.75063758,3.093604136
O00149,-14.9569675,31.95068768
O00150,25.16926996,26.38288755
O00151,-18.57609528,31.58991708
O00152,-23.26279978,-19.32973139
O00153,-2.897782433,-0.419781051
O00154,36.08495757,-19.58856334
O00155,15.70483104,-32.95057496
O00156,37.6160508,37.38733581
O00157,11.8172571,-30.7499629
O00158,-21.2747478,35.25264204
O00159,38.42215489,37.39647893
O00160,-2.71762611,-30.66180817
O00161,32.34038684,18.26647561
O00162,21.04207365,17.50428096
O00163,19.61622931,30.51619299
O00164,-19.48850205,8.584868529
O00165,-29.08132943,-15.98002748
O00166,-12.35011007,-15.87090255
O00167,32.05198451,23.13521255
O00168,-8.795678132,-33.08218592
O00169,-32.7512245,-1.117385603
O00170,-2.819938226,1.533392321
